Log_GDP_per_capita,Social_support,Healthy_life_expectancy_at_birth,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,Regional_indicator_Central and Eastern Europe,Regional_indicator_Commonwealth of Independent States,Regional_indicator_East Asia,Regional_indicator_Latin America and Caribbean,Regional_indicator_Middle East and North Africa,Regional_indicator_North America and ANZ,Regional_indicator_South Asia,Regional_indicator_Southeast Asia,Regional_indicator_Sub-Saharan Africa,Regional_indicator_Western Europe
8.7,0.838,67.2,0.922,0.01,0.673,0,0,0,1,0,0,0,0,0,0
8.647,0.854,67.5,0.797,0.009,0.713,0,0,0,1,0,0,0,0,0,0
8.595,0.874,67.8,0.883,0.029,0.622,0,0,0,1,0,0,0,0,0,0
6.888,0.677,46.36,0.75,0.076,0.755,0,0,0,0,0,0,0,0,1,0
6.881,0.726,47.12,0.584,-0.056,0.748,0,0,0,0,0,0,0,0,1,0
6.918,0.607,47.88,0.649,-0.055,0.749,0,0,0,0,0,0,0,0,1,0
6.898,0.771,48.64,0.88,-0.009,0.483,0,0,0,0,0,0,0,0,1,0
6.941,0.655,49.4,0.817,-0.023,0.529,0,0,0,0,0,0,0,0,1,0
6.925,0.818,49.92,0.78,-0.055,0.549,0,0,0,0,0,0,0,0,1,0
6.987,0.7,50.44,0.734,-0.064,0.777,0,0,0,0,0,0,0,0,1,0
7.002,0.696,50.96,0.825,-0.077,0.711,0,0,0,0,0,0,0,0,1,0
7.027,0.753,51.48,0.688,-0.046,0.605,0,0,0,0,0,0,0,0,1,0
7.03,0.713,52.0,0.728,-0.032,0.703,0,0,0,0,0,0,0,0,1,0
7.047,0.683,52.5,0.702,-0.016,0.814,0,0,0,0,0,0,0,0,1,0
7.058,0.582,53.0,0.684,-0.03,0.778,0,0,0,0,0,0,0,0,1,0
7.087,0.612,53.5,0.791,0.009,0.637,0,0,0,0,0,0,0,0,1,0
7.106,0.677,54.0,0.831,0.026,0.729,0,0,0,0,0,0,0,0,1,0
8.326,0.735,44.12,0.649,0.085,0.871,0,0,0,0,0,0,0,0,1,0
8.364,0.718,44.64,0.635,0.136,0.918,0,0,0,0,0,0,0,0,1,0
8.403,0.78,45.16,0.584,0.119,0.892,0,0,0,0,0,0,0,0,1,0
8.453,0.722,45.68,0.537,0.067,0.913,0,0,0,0,0,0,0,0,1,0
8.504,0.824,46.2,0.565,0.067,0.911,0,0,0,0,0,0,0,0,1,0
8.543,0.818,47.12,0.652,0.066,0.9,0,0,0,0,0,0,0,0,1,0
8.581,0.663,47.58,0.622,0.051,0.905,0,0,0,0,0,0,0,0,1,0
8.615,0.812,48.5,0.68,-0.035,0.926,0,0,0,0,0,0,0,0,1,0
8.573,0.805,48.9,0.798,0.043,0.905,0,0,0,0,0,0,0,0,1,0
8.555,0.733,49.3,0.826,0.124,0.835,0,0,0,0,0,0,0,0,1,0
8.548,0.741,49.7,0.79,-0.01,0.866,0,0,0,0,0,0,0,0,1,0
8.544,0.734,50.1,0.729,0.032,0.873,0,0,0,0,0,0,0,0,1,0
8.484,0.739,50.5,0.713,0.099,0.913,0,0,0,0,0,0,0,0,1,0
9.416,0.811,64.095,0.439,0.08,0.87,1,0,0,0,0,0,0,0,0,0
9.464,0.734,64.349,0.552,-0.042,0.844,1,0,0,0,0,0,0,0,0,0
9.496,0.687,64.502,0.513,-0.058,0.856,1,0,0,0,0,0,0,0,0,0
9.518,0.784,64.661,0.607,-0.087,0.865,1,0,0,0,0,0,0,0,0,0
9.513,0.798,64.811,0.613,-0.084,0.92,1,0,0,0,0,0,0,0,0,0
9.541,0.832,64.942,0.641,0.025,0.861,1,0,0,0,0,0,0,0,0,0
9.576,0.793,65.053,0.645,0.035,0.861,1,0,0,0,0,0,0,0,0,0
9.613,0.766,65.145,0.66,-0.047,0.824,1,0,0,0,0,0,0,0,0,0
9.64,0.871,65.225,0.706,0.08,0.87,1,0,0,0,0,0,0,0,0,0
9.65,0.8,65.303,0.752,-0.059,0.856,1,0,0,0,0,0,0,0,0,0
9.677,0.849,65.389,0.745,-0.041,0.91,1,0,0,0,0,0,0,0,0,0
9.711,0.815,65.474,0.725,0.024,0.923,1,0,0,0,0,0,0,0,0,0
9.69,0.75,65.56,0.787,0.131,0.877,1,0,0,0,0,0,0,0,0,0
11.031,0.959,71.32,0.96,0.109,0.397,0,0,0,0,0,0,0,0,0,1
11.042,0.936,71.56,0.947,0.018,0.503,0,0,0,0,0,0,0,0,0,1
11.017,0.948,72.24,0.947,0.147,0.368,0,0,0,0,0,0,0,0,0,1
11.024,0.941,72.68,0.956,0.181,0.405,0,0,0,0,0,0,0,0,0,1
11.033,0.947,72.9,0.948,0.257,0.299,0,0,0,0,0,0,0,0,0,1
11.035,0.96,73.0,0.954,0.133,0.41,0,0,0,0,0,0,0,0,0,1
11.05,0.95,73.1,0.953,0.236,0.25,0,0,0,0,0,0,0,0,0,1
11.056,0.966,73.2,0.96,0.094,0.268,0,0,0,0,0,0,0,0,0,1
11.061,0.942,73.3,0.954,0.111,0.271,0,0,0,0,0,0,0,0,0,1
11.042,0.956,73.4,0.965,0.075,0.271,0,0,0,0,0,0,0,0,0,1
8.218,0.591,54.2,0.63,0.1083571428571428,0.844,0,0,0,0,0,0,1,0,0,0
8.277,0.479,55.0,0.396,0.089,0.794,0,0,0,0,0,0,1,0,0,0
8.271,0.373,55.4,0.335,0.1,0.848,0,0,0,0,0,0,1,0,0,0
8.277,0.522,55.8,0.388,0.077,0.874,0,0,0,0,0,0,1,0,0,0
8.27,0.571,56.2,0.364,0.3,0.852,0,0,0,0,0,0,1,0,0,0
8.276,0.51,56.42,0.376,0.03,0.857,0,0,0,0,0,0,1,0,0,0
8.289,0.542,56.64,0.367,0.165,0.842,0,0,0,0,0,0,1,0,0,0
8.311,0.607,56.86,0.448,0.1,0.792,0,0,0,0,0,0,1,0,0,0
8.336,0.552,57.08,0.543,0.14,0.677,0,0,0,0,0,0,1,0,0,0
8.361,0.562,57.3,0.587,0.085,0.717,0,0,0,0,0,0,1,0,0,0
8.394,0.627,57.7,0.634,0.095,0.793,0,0,0,0,0,0,1,0,0,0
8.428,0.69,58.1,0.713,0.045,0.714,0,0,0,0,0,0,1,0,0,0
8.464,0.685,58.5,0.773,0.069,0.799,0,0,0,0,0,0,1,0,0,0
8.453,0.617,58.9,0.685,0.124,0.776,0,0,0,0,0,0,1,0,0,0
8.213,0.818,61.78,0.547,-0.1280833333333333,0.858,0,0,0,0,1,0,0,0,0,0
8.218,0.712,61.897,0.365,-0.08,0.844,0,0,0,0,1,0,0,0,0,0
8.276,0.666,62.015,0.358,-0.07,0.753,0,0,0,0,1,0,0,0,0,0
8.329,0.738,62.132,0.468,-0.085,0.797,0,0,0,0,1,0,0,0,0,0
8.383,0.822,62.25,0.504,-0.117,0.752,0,0,0,0,1,0,0,0,0,0
8.474,0.751,62.054,0.522,-0.127,0.75,0,0,0,0,1,0,0,0,0,0
8.531,0.782,62.054,0.542,-0.153,0.73,0,0,0,0,1,0,0,0,0,0
8.489,0.761,62.054,0.454,-0.15,0.78,0,0,0,0,1,0,0,0,0,0
8.457,0.775,62.054,0.657,-0.147,0.804,0,0,0,0,1,0,0,0,0,0
8.48,0.766,62.054,0.556,-0.153,0.774,0,0,0,0,1,0,0,0,0,0
8.498,0.818,62.054,0.608,-0.129,0.812,0,0,0,0,1,0,0,0,0,0
8.485,0.824,62.054,0.632,-0.163,0.831,0,0,0,0,1,0,0,0,0,0
8.409076923076922,0.819,62.054,0.655,-0.1280833333333333,0.814,0,0,0,0,1,0,0,0,0,0
8.409076923076922,0.833,62.054,0.653,-0.1280833333333333,0.829,0,0,0,0,1,0,0,0,0,0
9.764,0.951,67.9,0.882,-0.047,0.912,0,0,0,1,0,0,0,0,0,0
9.859,0.937,68.0,0.64,0.083,0.915,0,0,0,1,0,0,0,0,0,0
9.935,0.922,68.1,0.707,0.06,0.881,0,0,0,1,0,0,0,0,0,0
9.93,0.905,68.2,0.721,0.014,0.889,0,0,0,1,0,0,0,0,0,0
9.969,0.928,68.3,0.755,-0.009,0.88,0,0,0,1,0,0,0,0,0,0
10.059,0.876,68.5,0.829,0.009,0.84,0,0,0,1,0,0,0,0,0,0
10.135,0.897,68.7,0.783,-0.002,0.796,0,0,0,1,0,0,0,0,0,0
10.184,0.896,68.9,0.811,0.018,0.814,0,0,0,1,0,0,0,0,0,0
10.217,0.873,69.1,0.894,0.002,0.847,0,0,0,1,0,0,0,0,0,0
10.255,0.883,69.3,0.847,-0.007,0.81,0,0,0,1,0,0,0,0,0,0
10.287,0.882,69.4,0.884,-0.102,0.837,0,0,0,1,0,0,0,0,0,0
10.324,0.912,69.5,0.9,-0.17,0.841,0,0,0,1,0,0,0,0,0,0
10.343,0.904,69.6,0.861,-0.131,0.837,0,0,0,1,0,0,0,0,0,0
10.356,0.886,69.7,0.883,-0.199,0.869,0,0,0,1,0,0,0,0,0,0
9.088,0.895,63.62,0.691,0.066,0.841,0,0,0,1,0,0,0,0,0,0
9.126,0.863,63.84,0.699,0.132,0.93,0,0,0,1,0,0,0,0,0,0
9.174,0.889,64.06,0.649,0.057,0.891,0,0,0,1,0,0,0,0,0,0
9.158,0.9,64.28,0.718,0.027,0.857,0,0,0,1,0,0,0,0,0,0
9.25,0.889,64.5,0.726,0.076,0.78,0,0,0,1,0,0,0,0,0,0
9.278,0.869,64.62,0.666,0.191,0.756,0,0,0,1,0,0,0,0,0,0
9.259,0.931,64.74,0.748,0.2,0.774,0,0,0,1,0,0,0,0,0,0
9.326,0.939,64.86,0.909,0.046,0.903,0,0,0,1,0,0,0,0,0,0
9.36,0.959,64.98,0.759,-0.002,0.762,0,0,0,1,0,0,0,0,0,0
9.377,0.914,65.1,0.806,-0.008,0.863,0,0,0,1,0,0,0,0,0,0
9.406,0.94,65.3,0.854,-0.071,0.756,0,0,0,1,0,0,0,0,0,0
9.441,0.902,65.5,0.891,0.003,0.81,0,0,0,1,0,0,0,0,0,0
9.448,0.892,65.9,0.876,0.028,0.882,0,0,0,1,0,0,0,0,0,0
8.989,0.875,65.34,0.668,-0.071,0.895,0,0,0,1,0,0,0,0,0,0
9.063,0.756,65.58,0.638,-0.078,0.931,0,0,0,1,0,0,0,0,0,0
9.142,0.777,65.82,0.638,-0.067,0.896,0,0,0,1,0,0,0,0,0,0
9.145,0.799,66.06,0.638,-0.079,0.88,0,0,0,1,0,0,0,0,0,0
9.217,0.812,66.3,0.757,-0.06,0.881,0,0,0,1,0,0,0,0,0,0
9.27,0.756,66.48,0.773,-0.123,0.824,0,0,0,1,0,0,0,0,0,0
9.322,0.764,66.66,0.703,-0.079,0.867,0,0,0,1,0,0,0,0,0,0
9.369,0.797,66.84,0.703,-0.066,0.87,0,0,0,1,0,0,0,0,0,0
9.382,0.819,67.02,0.722,-0.136,0.878,0,0,0,1,0,0,0,0,0,0
9.402,0.798,67.2,0.802,-0.09,0.884,0,0,0,1,0,0,0,0,0,0
9.426,0.803,67.5,0.83,-0.134,0.866,0,0,0,1,0,0,0,0,0,0
9.434,0.83,67.8,0.827,-0.154,0.895,0,0,0,1,0,0,0,0,0,0
9.456,0.845,68.1,0.83,-0.178,0.906,0,0,0,1,0,0,0,0,0,0
9.461,0.809,68.4,0.815,-0.13,0.874,0,0,0,1,0,0,0,0,0,0
8.562,0.795,59.8,0.828,0.063,0.841,0,0,0,0,0,0,0,1,0,0
8.608,0.801,60.0,0.852,-0.022,0.88,0,0,0,0,0,0,0,1,0,0
8.634,0.798,60.2,0.861,0.083,0.817,0,0,0,0,0,0,0,1,0,0
8.632,0.775,60.4,0.874,0.004,0.805,0,0,0,0,0,0,0,1,0,0
8.686,0.805,60.6,0.893,0.033,0.812,0,0,0,0,0,0,0,1,0,0
8.707,0.789,60.8,0.883,0.073,0.783,0,0,0,0,0,0,0,1,0,0
8.756,0.813,61.0,0.914,0.053,0.771,0,0,0,0,0,0,0,1,0,0
8.805,0.846,61.2,0.907,0.021,0.756,0,0,0,0,0,0,0,1,0,0
8.85,0.813,61.4,0.902,-0.015,0.787,0,0,0,0,0,0,0,1,0,0
8.896,0.854,61.6,0.912,-0.051,0.755,0,0,0,0,0,0,0,1,0,0
8.95,0.821,61.7,0.908,-0.071,0.792,0,0,0,0,0,0,0,1,0,0
9.002,0.851,61.8,0.926,-0.141,0.711,0,0,0,0,0,0,0,1,0,0
9.05,0.846,61.9,0.918,-0.108,0.726,0,0,0,0,0,0,0,1,0,0
9.095,0.845,62.0,0.91,-0.083,0.748,0,0,0,0,0,0,0,1,0,0
9.061,0.781,62.1,0.932,-0.116,0.744,0,0,0,0,0,0,0,1,0,0
9.849,0.922,66.3,0.782,-0.0878571428571428,0.983,1,0,0,0,0,0,0,0,0,0
9.978,0.913,66.7,0.772,-0.047,0.925,1,0,0,0,0,0,0,0,0,0
10.047,0.917,67.1,0.821,0.073,0.898,1,0,0,0,0,0,0,0,0,0
10.085,0.955,67.3,0.795,0.002,0.905,1,0,0,0,0,0,0,0,0,0
10.133,0.905,67.46,0.868,-0.067,0.908,1,0,0,0,0,0,0,0,0,0
10.149,0.936,67.62,0.811,-0.027,0.888,1,0,0,0,0,0,0,0,0,0
10.164,0.912,67.78,0.776,-0.137,0.916,1,0,0,0,0,0,0,0,0,0
10.197,0.924,67.94,0.875,-0.064,0.898,1,0,0,0,0,0,0,0,0,0
10.235,0.893,68.1,0.793,-0.093,0.81,1,0,0,0,0,0,0,0,0,0
10.266,0.917,68.5,0.871,-0.091,0.848,1,0,0,0,0,0,0,0,0,0
10.314,0.882,68.9,0.831,-0.122,0.639,1,0,0,0,0,0,0,0,0,0
10.366,0.863,69.3,0.87,-0.254,0.72,1,0,0,0,0,0,0,0,0,0
10.407,0.878,69.7,0.883,-0.231,0.696,1,0,0,0,0,0,0,0,0,0
10.371,0.953,70.1,0.767,-0.007,0.787,1,0,0,0,0,0,0,0,0,0
10.36,0.905,69.84,0.882,-0.179,0.88,0,0,0,0,0,0,0,0,0,1
10.384,0.886,70.32,0.646,-0.217,0.933,0,0,0,0,0,0,0,0,0,1
10.368,0.864,70.8,0.721,-0.106,0.948,0,0,0,0,0,0,0,0,0,1
10.353,0.856,71.0,0.875,-0.173,0.962,0,0,0,0,0,0,0,0,0,1
10.315,0.866,71.2,0.774,-0.097,0.959,0,0,0,0,0,0,0,0,0,1
10.312,0.867,71.4,0.788,-0.118,0.946,0,0,0,0,0,0,0,0,0,1
10.325,0.862,71.6,0.847,-0.126,0.941,0,0,0,0,0,0,0,0,0,1
10.347,0.866,71.8,0.8,-0.163,0.941,0,0,0,0,0,0,0,0,0,1
10.37,0.905,72.0,0.838,-0.225,0.922,0,0,0,0,0,0,0,0,0,1
10.407,0.9,72.2,0.905,-0.176,0.881,0,0,0,0,0,0,0,0,0,1
10.434,0.887,72.4,0.877,-0.261,0.88,0,0,0,0,0,0,0,0,0,1
10.457,0.876,72.6,0.882,-0.234,0.915,0,0,0,0,0,0,0,0,0,1
10.371,0.875,72.8,0.913,-0.238,0.867,0,0,0,0,0,0,0,0,0,1
11.456,0.894,66.58,0.865,0.235,0.184,0,0,0,0,1,0,0,0,0,0
9.724,0.838,64.0,0.8,-0.1556153846153846,0.957,1,0,0,0,0,0,0,0,0,0
9.892,0.736,64.48,0.686,-0.188,0.949,1,0,0,0,0,0,0,0,0,0
9.949,0.812,64.96,0.606,-0.196,0.967,1,0,0,0,0,0,0,0,0,0
9.915,0.689,65.2,0.566,-0.085,0.974,1,0,0,0,0,0,0,0,0,0
9.94,0.753,65.42,0.65,-0.14,0.964,1,0,0,0,0,0,0,0,0,0
9.965,0.74,65.64,0.645,-0.112,0.959,1,0,0,0,0,0,0,0,0,0
10.004,0.778,65.86,0.655,-0.129,0.952,1,0,0,0,0,0,0,0,0,0
10.041,0.753,66.08,0.754,-0.1,0.958,1,0,0,0,0,0,0,0,0,0
10.083,0.787,66.3,0.796,-0.141,0.962,1,0,0,0,0,0,0,0,0,0
10.136,0.809,66.6,0.822,-0.115,0.949,1,0,0,0,0,0,0,0,0,0
10.211,0.811,66.9,0.839,-0.16,0.926,1,0,0,0,0,0,0,0,0,0
10.26,0.818,67.2,0.845,-0.217,0.921,1,0,0,0,0,0,0,0,0,0
10.306,0.842,67.5,0.848,-0.221,0.954,1,0,0,0,0,0,0,0,0,0
9.991,0.895,58.68,0.643,-0.307,0.935,0,1,0,0,0,0,0,0,0,0
10.074,0.885,59.26,0.593,-0.284,0.933,0,1,0,0,0,0,0,0,0,0
10.125,0.882,59.84,0.643,-0.305,0.924,0,1,0,0,0,0,0,0,0,0
10.044,0.908,60.42,0.617,-0.283,0.954,0,1,0,0,0,0,0,0,0,0
10.087,0.909,61.0,0.613,-0.296,0.937,0,1,0,0,0,0,0,0,0,0
10.129,0.883,61.42,0.626,-0.279,0.935,0,1,0,0,0,0,0,0,0,0
10.166,0.901,61.84,0.609,-0.293,0.938,0,1,0,0,0,0,0,0,0,0
10.182,0.881,62.26,0.661,-0.289,0.934,0,1,0,0,0,0,0,0,0,0
10.171,0.932,62.68,0.744,-0.265,0.869,0,1,0,0,0,0,0,0,0,0
10.149,0.924,63.1,0.685,-0.171,0.913,0,1,0,0,0,0,0,0,0,0
10.149,0.911,63.5,0.714,-0.181,0.925,0,1,0,0,0,0,0,0,0,0
10.166,0.896,63.9,0.731,-0.145,0.862,0,1,0,0,0,0,0,0,0,0
10.191,0.909,64.3,0.729,-0.147,0.865,0,1,0,0,0,0,0,0,0,0
10.205,0.91,64.7,0.715,-0.116,0.848,0,1,0,0,0,0,0,0,0,0
10.162,0.887,65.1,0.714,-0.071,0.823,0,1,0,0,0,0,0,0,0,0
7.111,0.718,49.88,0.915,0.0164166666666666,0.299,0,0,0,0,0,0,0,0,1,0
7.239,0.486,53.04,0.752,0.017,0.286,0,0,0,0,0,0,0,0,1,0
7.273,0.559,54.62,0.766,-0.001,0.41,0,0,0,0,0,0,0,0,1,0
7.369,0.57,56.82,0.829,-0.039,0.161,0,0,0,0,0,0,0,0,1,0
7.428,0.637,57.44,0.835,-0.012,0.081,0,0,0,0,0,0,0,0,1,0
7.449,0.75,58.06,0.904,-0.028,0.117,0,0,0,0,0,0,0,0,1,0
7.484,0.748,58.68,0.894,-0.023,0.078,0,0,0,0,0,0,0,0,1,0
7.544,0.678,59.3,0.908,0.025,0.095,0,0,0,0,0,0,0,0,1,0
7.576,0.665,59.9,0.911,0.025,0.159,0,0,0,0,0,0,0,0,1,0
7.588,0.517,60.5,0.908,0.051,0.214,0,0,0,0,0,0,0,0,1,0
7.644,0.616,61.1,0.924,0.057,0.164,0,0,0,0,0,0,0,0,1,0
7.708,0.489,61.7,0.869,0.064,0.168,0,0,0,0,0,0,0,0,1,0
10.699,0.868,63.5,0.7314666666666666,-0.0988666666666666,0.505,0,0,0,0,1,0,0,0,0,0
10.689,0.892,63.86,0.622,0.005,0.5355,0,0,0,0,1,0,0,0,0,0
10.722,0.823,64.04,0.532,-0.022,0.508,0,0,0,0,1,0,0,0,0,0
10.673,0.921,64.22,0.639,-0.11,0.445,0,0,0,0,1,0,0,0,0,0
10.693,0.88,64.4,0.678,-0.033,0.5355,0,0,0,0,1,0,0,0,0,0
10.758,0.83,64.6,0.603,-0.142,0.5355,0,0,0,0,1,0,0,0,0,0
10.779,0.867,64.8,0.56,-0.12,0.5355,0,0,0,0,1,0,0,0,0,0
10.776,0.827,65.0,0.661,-0.081,0.5355,0,0,0,0,1,0,0,0,0,0
10.783,0.818,65.2,0.762,-0.073,0.5355,0,0,0,0,1,0,0,0,0,0
10.798,0.82,65.4,0.82,-0.045,0.5355,0,0,0,0,1,0,0,0,0,0
10.792,0.89,65.7,0.774,-0.132,0.5355,0,0,0,0,1,0,0,0,0,0
10.764,0.84,66.0,0.814,-0.131,0.5355,0,0,0,0,1,0,0,0,0,0
10.771,0.868,66.3,0.855,-0.192,0.5355,0,0,0,0,1,0,0,0,0,0
10.757,0.912,66.6,0.891,-0.147,0.5355,0,0,0,0,1,0,0,0,0,0
10.701,0.89,66.9,0.884,-0.111,0.5355,0,0,0,0,1,0,0,0,0,0
7.881,0.76,53.38,0.736,-0.051,0.805,0,0,0,0,0,0,0,0,1,0
7.903,0.718,54.06,0.698,-0.002,0.827,0,0,0,0,0,0,0,0,1,0
7.916,0.756,54.74,0.612,-0.03,0.879,0,0,0,0,0,0,0,0,1,0
7.909,0.81,55.42,0.557,-0.036,0.918,0,0,0,0,0,0,0,0,1,0
7.917,0.76,56.1,0.777,-0.077,0.851,0,0,0,0,0,0,0,0,1,0
7.904,0.602,56.56,0.641,-0.16,0.87,0,0,0,0,0,0,0,0,1,0
7.926,0.711,57.02,0.668,-0.036,0.852,0,0,0,0,0,0,0,0,1,0
7.926,0.823,57.48,0.636,-0.052,0.837,0,0,0,0,0,0,0,0,1,0
7.961,0.856,57.94,0.692,-0.045,0.7,0,0,0,0,0,0,0,0,1,0
7.995,0.702,58.4,0.72,-0.111,0.765,0,0,0,0,0,0,0,0,1,0
8.029,0.839,58.8,0.744,-0.086,0.794,0,0,0,0,0,0,0,0,1,0
8.072,0.744,59.2,0.687,-0.044,0.825,0,0,0,0,0,0,0,0,1,0
8.106,0.739,59.6,0.629,-0.074,0.805,0,0,0,0,0,0,0,0,1,0
8.13,0.688,60.0,0.759,-0.019,0.796,0,0,0,0,0,0,0,0,1,0
9.532,0.844,65.6,0.453,-0.165,0.905,1,0,0,0,0,0,0,0,0,0
9.568,0.77,66.0,0.373,-0.178,0.961,1,0,0,0,0,0,0,0,0,0
9.579,0.726,66.2,0.463,-0.17,0.965,1,0,0,0,0,0,0,0,0,0
9.607,0.773,66.36,0.44,-0.185,0.977,1,0,0,0,0,0,0,0,0,0
9.605,0.819,66.52,0.461,-0.13,0.952,1,0,0,0,0,0,0,0,0,0
9.638,0.828,66.68,0.533,-0.1,0.908,1,0,0,0,0,0,0,0,0,0
9.627,0.783,66.84,0.532,0.072,0.912,1,0,0,0,0,0,0,0,0,0
9.649,0.816,67.0,0.546,-0.062,0.859,1,0,0,0,0,0,0,0,0,0
9.688,0.895,67.4,0.614,-0.068,0.89,1,0,0,0,0,0,0,0,0,0
9.713,0.884,67.8,0.685,-0.077,0.851,1,0,0,0,0,0,0,0,0,0
9.762,0.853,68.2,0.74,-0.1,0.864,1,0,0,0,0,0,0,0,0,0
9.808,0.903,68.6,0.753,-0.04,0.813,1,0,0,0,0,0,0,0,0,0
9.788,0.852,69.0,0.843,0.149,0.824,1,0,0,0,0,0,0,0,0,0
7.136,0.561,40.3,0.679,0.101,0.836,0,0,0,0,0,0,0,0,1,0
7.187,0.686,41.2,0.72,0.248,0.83,0,0,0,0,0,0,0,0,1,0
7.215,0.591,42.1,0.716,0.148,0.925,0,0,0,0,0,0,0,0,1,0
7.254,0.812,43.9,0.726,0.012,0.91,0,0,0,0,0,0,0,0,1,0
7.292,0.782,44.32,0.77,0.005,0.855,0,0,0,0,0,0,0,0,1,0
7.577,0.708,45.16,0.72,-0.071,0.856,0,0,0,0,0,0,0,0,1,0
7.6,0.869,45.58,0.681,0.034,0.786,0,0,0,0,0,0,0,0,1,0
7.347,0.611,46.0,0.624,0.05,0.825,0,0,0,0,0,0,0,0,1,0
7.384,0.657,47.6,0.681,0.106,0.863,0,0,0,0,0,0,0,0,1,0
7.404,0.652,49.2,0.711,0.079,0.848,0,0,0,0,0,0,0,0,1,0
7.417,0.65,50.8,0.716,0.095,0.856,0,0,0,0,0,0,0,0,1,0
7.449,0.611,52.4,0.718,0.074,0.874,0,0,0,0,0,0,0,0,1,0
11.168,0.904,73.6,0.757,0.138,0.0966153846153846,0,0,0,0,0,0,0,1,0,0
11.212,0.921,73.9,0.867,0.293,0.064,0,0,0,0,0,0,0,1,0,0
11.178,0.845,74.2,0.661,0.046,0.066,0,0,0,0,0,0,0,1,0,0
11.149,0.866,74.5,0.776,-0.075,0.035,0,0,0,0,0,0,0,1,0,0
11.267,0.864,74.8,0.846,-0.018,0.06,0,0,0,0,0,0,0,1,0,0
11.307,0.904,75.02,0.822,-0.149,0.099,0,0,0,0,0,0,0,1,0,0
11.357,0.808,75.46,0.827,0.115,0.242,0,0,0,0,0,0,0,1,0,0
11.383,0.822,75.68,0.835,0.154,0.133,0,0,0,0,0,0,0,1,0,0
11.4,0.866,75.9,0.887,0.15,0.099,0,0,0,0,0,0,0,1,0,0
11.419,0.925,76.2,0.904,0.143,0.047,0,0,0,0,0,0,0,1,0,0
11.461,0.897,76.5,0.926,0.136,0.162,0,0,0,0,0,0,0,1,0,0
11.49,0.903,76.8,0.916,-0.066,0.097,0,0,0,0,0,0,0,1,0,0
11.486,0.925,77.1,0.938,0.027,0.07,0,0,0,0,0,0,0,1,0,0
10.015,0.954,66.0,0.542,-0.05,0.946,1,0,0,0,0,0,0,0,0,0
10.169,0.92,66.8,0.636,-0.101,0.907,1,0,0,0,0,0,0,0,0,0
10.196,0.917,67.04,0.727,0.01,0.907,1,0,0,0,0,0,0,0,0,0
10.213,0.926,67.28,0.62,-0.028,0.907,1,0,0,0,0,0,0,0,0,0
10.218,0.909,67.52,0.598,-0.051,0.915,1,0,0,0,0,0,0,0,0,0
10.244,0.924,67.76,0.635,-0.126,0.914,1,0,0,0,0,0,0,0,0,0
10.291,0.943,68.0,0.587,-0.128,0.928,1,0,0,0,0,0,0,0,0,0
10.31,0.945,68.3,0.7,-0.061,0.917,1,0,0,0,0,0,0,0,0,0
10.339,0.913,68.6,0.714,-0.055,0.92,1,0,0,0,0,0,0,0,0,0
10.376,0.922,68.9,0.758,-0.167,0.91,1,0,0,0,0,0,0,0,0,0
10.398,0.933,69.2,0.771,-0.129,0.926,1,0,0,0,0,0,0,0,0,0
10.332,0.954,69.5,0.762,-0.075,0.901,1,0,0,0,0,0,0,0,0,0
10.403,0.936,68.0,0.936,0.043,0.708,1,0,0,0,0,0,0,0,0,0
10.41,0.919,68.9,0.896,-0.019,0.804,1,0,0,0,0,0,0,0,0,0
10.419,0.917,69.2,0.896,0.029,0.845,1,0,0,0,0,0,0,0,0,0
10.426,0.931,69.4,0.907,-0.025,0.893,1,0,0,0,0,0,0,0,0,0
10.397,0.925,69.6,0.904,-0.02,0.891,1,0,0,0,0,0,0,0,0,0
10.385,0.932,69.8,0.89,0.036,0.918,1,0,0,0,0,0,0,0,0,0
10.412,0.908,70.0,0.888,0.052,0.909,1,0,0,0,0,0,0,0,0,0
10.433,0.901,70.2,0.896,0.008,0.892,1,0,0,0,0,0,0,0,0,0
10.463,0.934,70.5,0.904,-0.055,0.838,1,0,0,0,0,0,0,0,0,0
10.509,0.928,70.8,0.921,-0.025,0.829,1,0,0,0,0,0,0,0,0,0
10.546,0.941,71.1,0.942,-0.119,0.839,1,0,0,0,0,0,0,0,0,0
10.563,0.949,71.4,0.945,-0.102,0.785,1,0,0,0,0,0,0,0,0,0
10.478,0.953,71.7,0.958,-0.081,0.797,1,0,0,0,0,0,0,0,0,0
9.386,0.913,48.02,0.649,-0.084,0.8440666666666666,0,0,0,0,0,0,0,0,1,0
9.426,0.788,48.64,0.69,-0.158,0.859,0,0,0,0,0,0,0,0,1,0
9.444,0.81,49.26,0.749,-0.095,0.866,0,0,0,0,0,0,0,0,1,0
9.414,0.877,49.88,0.739,-0.154,0.904,0,0,0,0,0,0,0,0,1,0
9.43,0.917,50.5,0.739,-0.202,0.791,0,0,0,0,0,0,0,0,1,0
9.447,0.858,51.46,0.835,-0.154,0.819,0,0,0,0,0,0,0,0,1,0
9.453,0.907,52.42,0.59,-0.163,0.838,0,0,0,0,0,0,0,0,1,0
9.461,0.839,53.38,0.714,-0.077,0.8,0,0,0,0,0,0,0,0,1,0
9.464,0.881,54.34,0.794,-0.117,0.82,0,0,0,0,0,0,0,0,1,0
